uid	syl_begin	syl_end	cyc_begin	cyc_end	f0	oq_1	oq_2	oq_3	oq_4	oq_gold	creak
101	30.101	30.616	0.0642920634920635	0.0695868480725624	188.865096359743	57.6923076923077	57.6923076923077	57.2649572649573	57.2649572649573	57.6923076923077	0
101	30.101	30.616	0.0695868480725624	0.0760834935560963	153.925591681822	58.3916083916084	58.3916083916084	58.7843098732134	58.7843098732134	58.3916083916084	0
101	30.101	30.616	0.0760834935560963	0.0819756897821661	169.716004293192	65.3846153846154	64.6153846153846	66.661044915748	66.661044915748	64.6153846153846	0
101	30.101	30.616	0.0819756897821661	0.0874984126984127	181.070101680864	63.5245901639344	63.9344262295082	65.1645864597469	65.1645864597469	63.9344262295082	0
101	30.101	30.616	0.0874984126984127	0.0932818594104308	172.907273083709	60.7843137254902	60.7843137254902	62.105230136241	62.105230136241	60.7843137254902	0
101	30.101	30.616	0.0932818594104308	0.0990764172335601	172.575722000469	61.1764705882353	60.3921568627451	57.1808208344868	61.7929967033707	60.3921568627451	0
101	30.101	30.616	0.0990764172335601	0.104836507936508	173.608377293127	58.6614173228346	58.6614173228346	55.5907631517067	55.5907631517067	58.6614173228346	0
101	30.101	30.616	0.104836507936508	0.110609750566893	173.212882953653	58.0392156862745	58.4313725490196	55.4064070276604	55.4064070276604	58.4313725490196	0
101	30.101	30.616	0.110609750566893	0.11638798185941	173.063338827408	58.8235294117647	58.4313725490196	54.3395188192329	54.3395188192329	58.4313725490196	0
101	30.101	30.616	0.11638798185941	0.122145351473923	173.690429302875	60.2362204724409	59.8425196850394	56.8607524845491	56.8607524845491	59.8425196850394	0
101	30.101	30.616	0.122145351473923	0.127895238095238	173.91647276886	60.0790513833992	59.6837944664032	56.8269569873124	56.8269569873124	59.6837944664032	0
101	30.101	30.616	0.127895238095238	0.133641950113379	174.012547843587	59.0551181102362	59.0551181102362	56.5069564033135	56.5069564033135	59.0551181102362	0
101	30.101	30.616	0.133641950113379	0.139334240362812	175.676213998326	58.5657370517928	58.9641434262948	58.1673306772908	58.1673306772908	58.9641434262948	0
101	30.101	30.616	0.139334240362812	0.145092743764172	173.656231541643	57.8740157480315	57.8740157480315	57.4803149606299	57.4803149606299	57.8740157480315	0
101	30.101	30.616	0.145092743764172	0.150751700680272	176.711011380029	58.6345381526104	57.8313253012048	55.0802860780636	55.0802860780636	57.8313253012048	0
101	30.101	30.616	0.150751700680272	0.156390249433107	177.350599211775	57.0281124497992	57.0281124497992	56.6265060240964	56.6265060240964	57.0281124497992	0
101	30.101	30.616	0.156390249433107	0.162046031746032	176.810199663219	55.421686746988	57.8313253012048	53.6176198933819	53.6176198933819	57.8313253012048	0
101	30.101	30.616	0.162046031746032	0.167691609977324	177.129774671647	57.0281124497992	57.0281124497992	53.9351916906929	56.6759855234804	57.0281124497992	0
101	30.101	30.616	0.167691609977324	0.173254875283447	179.750550256787	57.3170731707317	57.7235772357724	54.1066178963642	54.1066178963642	57.7235772357724	0
101	30.101	30.616	0.173254875283447	0.178856462585034	178.520827429867	56.6801619433198	56.6801619433198	55.7312434513244	55.7312434513244	56.6801619433198	0
101	30.101	30.616	0.178856462585034	0.184412244897959	179.992653361087	56.734693877551	56.734693877551	53.4719818453392	53.4719818453392	56.734693877551	0
101	30.101	30.616	0.184412244897959	0.190009297052154	178.665478264393	54.8780487804878	55.2845528455285	56.2774545492119	56.5443539727323	55.2845528455285	0
101	30.101	30.616	0.190009297052154	0.1955410430839	180.774748923959	50	54.5081967213115	55.7690446930899	55.7690446930899	54.5081967213115	0
101	30.101	30.616	0.1955410430839	0.201092970521542	180.117627838589	50.6122448979592	54.2857142857143	55.1600373284501	55.1600373284501	54.2857142857143	0
101	30.101	30.616	0.201092970521542	0.206616326530612	181.049347237047	54.0983606557377	54.9180327868852	54.5051985336019	51.7109054212366	54.9180327868852	0
101	30.101	30.616	0.206616326530612	0.212146031746032	180.841466415157	54.0983606557377	54.9180327868852	57.9208463513294	57.9208463513294	54.9180327868852	0
101	30.101	30.616	0.212146031746032	0.217653741496599	181.56367079748	51.0288065843621	51.0288065843621	55.3136970728635	57.3546726571794	51.0288065843621	0
101	30.101	30.616	0.217653741496599	0.223156235827664	181.735761971483	53.3057851239669	54.1322314049587	53.9326557118121	54.6512158763247	54.1322314049587	0
101	30.101	30.616	0.223156235827664	0.228636054421769	182.487792766698	50.4132231404959	50.8264462809917	52.6342129971898	52.6342129971898	50.8264462809917	0
101	30.101	30.616	0.228636054421769	0.234120861678005	182.321812468993	50.4132231404959	54.1322314049587	52.3794595861202	52.8936018084405	54.1322314049587	0
101	30.101	30.616	0.234120861678005	0.239573242630385	183.406113537118	51.25	51.25	52.2775355487469	52.7090640516639	51.25	0
101	30.101	30.616	0.239573242630385	0.244987528344671	184.696569920844	50.2092050209205	50.6276150627615	51.189328000307	51.9085634359731	50.6276150627615	0
101	30.101	30.616	0.244987528344671	0.250425170068027	183.903252710592	50	50.4166666666667	51.1203260077075	51.1203260077075	50.4166666666667	0
101	30.101	30.616	0.250425170068027	0.25586462585034	183.84192096048	49.5833333333333	52.9166666666667	50.5256086682187	50.5256086682187	52.9166666666667	0
101	30.101	30.616	0.25586462585034	0.261318594104308	183.352735739231	49.1666666666667	52.9166666666667	50.1618964107502	50.1618964107502	52.9166666666667	0
101	30.101	30.616	0.261318594104308	0.266763492063492	183.658170914542	49.1666666666667	52.5	50.2977021720687	50.2977021720687	52.5	0
101	30.101	30.616	0.266763492063492	0.272295238095238	180.774748923961	52.8688524590164	52.4590163934426	50.1817925747604	50.1817925747604	52.4590163934426	0
